,Married,Number_of_Dependents,Tenure_in_Months,Phone_Service,Multipl_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Customer_Status
2009,Yes,0,27,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2010,Yes,1,61,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,Stayed
2011,Yes,0,65,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2013,Yes,2,19,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,No,Credit Card,Stayed
2014,No,0,2,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,Churned
2015,Yes,0,2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,Churned
2017,Yes,1,25,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
2018,Yes,0,60,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,Churned
2019,Yes,0,8,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
2020,Yes,0,72,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,Stayed
2021,No,0,5,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2023,Yes,0,59,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,Stayed
2027,Yes,0,49,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,Stayed
2028,Yes,2,51,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2032,Yes,3,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
2033,No,0,63,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
2034,No,0,4,Yes,Yes,Yes,Cable,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2035,Yes,0,17,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
2036,No,0,6,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2037,No,0,56,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2038,Yes,0,13,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
2039,Yes,0,6,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2040,Yes,0,71,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
2042,Yes,0,72,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
2045,Yes,1,47,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
2047,No,0,2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2049,Yes,3,34,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
2050,Yes,0,60,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
2051,No,0,55,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
2052,Yes,2,53,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2053,No,0,5,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,Churned
2055,Yes,0,1,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
2056,No,0,61,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
2057,Yes,1,38,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,Stayed
2058,No,0,60,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2060,Yes,3,9,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2062,Yes,0,46,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed
2063,Yes,3,35,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2064,No,0,1,Yes,No,Yes,Cable,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Churned
2066,No,0,1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
2067,Yes,0,21,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
2070,No,0,66,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2071,No,0,1,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
2074,No,0,49,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
2075,Yes,1,34,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2076,Yes,0,68,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Churned
2077,Yes,0,50,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2078,No,0,25,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2079,No,0,19,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Mailed Check,Stayed
2080,No,0,65,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
2081,Yes,0,3,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2082,Yes,0,67,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
2083,No,0,8,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2084,Yes,0,67,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,Stayed
2085,No,0,26,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,One Year,No,Credit Card,Stayed
2086,Yes,0,57,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2087,No,0,39,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
2088,Yes,1,47,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
2089,No,0,20,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,Stayed
2090,Yes,0,17,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2093,Yes,0,61,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
2094,No,0,8,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Churned
2095,Yes,0,72,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,Stayed
2096,No,0,24,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2097,No,0,4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed
2098,No,0,26,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2099,Yes,0,66,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
2100,Yes,3,65,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
2101,No,0,34,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
2102,Yes,0,45,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
2103,Yes,2,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed
2104,No,0,18,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Churned
2105,Yes,0,8,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2109,No,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2110,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2111,Yes,0,10,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
2113,No,0,4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
2115,Yes,2,52,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
2116,No,0,19,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2117,No,2,18,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,Stayed
2119,No,0,6,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
2120,No,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,Stayed
2121,Yes,1,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2122,Yes,0,71,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Churned
2123,No,0,57,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2124,Yes,0,58,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Stayed
2126,Yes,1,72,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
2128,No,0,39,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
2129,Yes,1,8,Yes,No,Yes,Cable,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Stayed
2132,No,0,1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned
2134,No,0,30,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed
2136,No,0,32,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
2140,No,0,11,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,Stayed
2141,Yes,0,1,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned
2143,No,0,29,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2144,Yes,1,68,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
2148,Yes,0,32,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
2149,Yes,0,29,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2150,Yes,0,59,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Churned
2152,No,0,15,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,Churned
2153,No,0,50,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
2155,Yes,0,14,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2157,No,0,35,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
2158,Yes,0,6,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2159,No,0,14,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2160,No,0,23,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2161,Yes,3,71,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
2162,Yes,0,28,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Churned
2163,Yes,0,64,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
2165,No,0,34,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
2166,No,0,1,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2167,No,0,33,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned
2168,No,0,12,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
2169,Yes,0,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
2170,Yes,0,36,Yes,No,Yes,DSL,No,No,No,No,No,Yes,One Year,No,Credit Card,Stayed
2172,Yes,0,8,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2174,Yes,2,29,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Stayed
2175,Yes,0,28,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
2176,No,0,59,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
2177,No,0,16,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
2178,Yes,0,67,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Churned
2179,No,0,40,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
2181,No,0,8,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
2183,Yes,3,71,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
2185,No,0,17,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2186,Yes,2,30,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,Stayed
2188,No,0,16,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2190,No,0,13,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
2192,Yes,0,52,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2193,No,1,4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2195,Yes,0,47,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2197,No,0,5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2199,No,0,8,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2200,Yes,0,40,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2201,Yes,3,67,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
2202,No,0,25,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2203,Yes,3,70,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
2204,No,0,43,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2205,No,0,12,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2206,Yes,0,72,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,Stayed
2207,Yes,0,21,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2208,Yes,0,51,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,Stayed
2209,Yes,0,55,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,Churned
2210,No,0,51,Yes,Yes,Yes,Cable,Yes,No,No,No,No,Yes,One Year,No,Credit Card,Stayed
2211,Yes,0,22,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,Stayed
2212,Yes,2,51,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2213,Yes,1,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Stayed
2214,Yes,2,44,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,Stayed
2215,No,0,31,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,Stayed
2216,No,0,41,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2217,Yes,1,60,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2218,Yes,2,2,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Churned
2220,Yes,0,65,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
2221,No,0,5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,Stayed
2222,Yes,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2223,Yes,0,28,Yes,No,Yes,DSL,Yes,No,No,No,No,No,One Year,No,Credit Card,Stayed
2225,Yes,0,58,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Churned
2226,No,0,15,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Churned
2227,Yes,0,19,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2228,No,0,60,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2229,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2230,No,0,71,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
2231,No,0,6,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,Churned
2233,No,0,68,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
2235,No,0,4,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
2236,No,0,46,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2238,No,0,47,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,Stayed
2240,Yes,0,19,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2241,No,0,49,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2242,No,0,6,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2247,No,0,6,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
2248,Yes,1,15,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
2249,No,0,26,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2250,No,2,16,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2251,Yes,1,10,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
2252,No,2,21,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
2253,Yes,2,67,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
2256,Yes,0,16,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2258,Yes,0,41,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2259,No,0,28,Yes,No,Yes,DSL,Yes,No,No,No,No,No,One Year,No,Credit Card,Stayed
2260,Yes,1,70,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed
2263,Yes,0,70,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
2264,No,0,8,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2265,No,0,56,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,Stayed
2266,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2267,Yes,0,4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Stayed
2269,Yes,0,68,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
2270,No,0,15,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,Churned
2271,Yes,0,43,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
2275,No,0,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
2276,Yes,3,71,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
2277,No,0,24,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,One Year,No,Credit Card,Stayed
2278,No,0,23,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
2280,Yes,0,70,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,Churned
2281,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
2282,Yes,0,3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2283,Yes,1,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
2285,No,0,24,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
2286,No,0,37,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
2287,Yes,0,32,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
2289,Yes,0,22,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
